movieId,title,genres
5000,Medium Cool (1969),Drama|Romance
5001,Sahara (1943),Action|Drama|War
5002,Fritz the Cat (1972),Animation
5003,"Nine Lives of Fritz the Cat, The (1974)",Animation
5004,"Party, The (1968)",Comedy
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller
5009,Ali (2001),Drama
5010,Black Hawk Down (2001),Action|Drama|War
5012,Yentl (1983),Drama|Musical|Romance
5013,Gosford Park (2001),Comedy|Drama|Mystery
5014,I Am Sam (2001),Drama
5015,Monster's Ball (2001),Drama|Romance
5016,"Shipping News, The (2001)",Drama
5017,"Big Heat, The (1953)",Drama|Film-Noir
5018,Motorama (1991),Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
5022,"Servant, The (1963)",Drama
5023,"Waterdance, The (1992)",Drama
5025,Orange County (2002),Comedy
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller
5028,What Time Is It There? (Ni neibian jidian) (2001),Drama
5033,"Russia House, The (1990)",Drama|Thriller
5034,"Truly, Madly, Deeply (1991)",Drama|Romance
5038,"Flight of Dragons, The (1982)",Adventure|Animation|Children|Drama|Fantasy
5039,Dragonslayer (1981),Action|Adventure|Fantasy
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy
5041,Fire and Ice (1983),Animation|Fantasy
5042,Forbidden Zone (1980),Musical|Sci-Fi
5043,"Formula, The (1980)",Thriller
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller
5047,Kung Pow: Enter the Fist (2002),Action|Comedy
5048,Snow Dogs (2002),Adventure|Children|Comedy
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
5053,Blankman (1994),Comedy
5054,Brainstorm (1983),Sci-Fi|Thriller
5055,Dragon: The Bruce Lee Story (1993),Action|Drama
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama
5057,4 for Texas (1963),Comedy|Western
5059,Little Dieter Needs to Fly (1997),Documentary
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
5061,Mrs. Soffel (1984),Drama|Romance
5062,Seconds (1966),Mystery|Sci-Fi|Thriller
5063,One-Eyed Jacks (1961),Western
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
5066,"Walk to Remember, A (2002)",Drama|Romance
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
5071,Maelström (2000),Drama|Romance
5072,Metropolis (2001),Animation|Sci-Fi
5073,"Son's Room, The (Stanza del figlio, La) (2001)",Drama
5074,Storytelling (2001),Comedy|Drama
5075,Waydowntown (2000),Comedy
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama
5079,Young at Heart (1954),Drama|Musical|Romance
5080,Slackers (2002),Comedy
5081,Birthday Girl (2001),Drama|Romance
5083,Rare Birds (2001),Comedy|Drama
5085,Carmen Jones (1954),Drama|Musical
5087,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978),Comedy|Drama|Romance
5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
5092,Big Fat Liar (2002),Children|Comedy
5093,Collateral Damage (2002),Action|Thriller
5094,Rollerball (2002),Action|Sci-Fi
5095,"Scotland, Pa. (2001)",Comedy|Crime
5096,Baby's Day Out (1994),Comedy
5097,Bright Eyes (1934),Comedy|Drama
5098,Dimples (1936),Musical
5099,Heidi (1937),Children|Drama
5101,Richard Pryor Here and Now (1983),Comedy|Documentary
5102,Rookie of the Year (1993),Comedy|Fantasy
5103,"Sandlot, The (1993)",Children|Comedy|Drama
5105,Don't Look Now (1973),Drama|Horror|Thriller
5106,Crossroads (2002),Comedy|Musical|Romance
5107,Hart's War (2002),Drama|War
5108,John Q (2002),Crime|Drama|Thriller
5109,Return to Never Land (2002),Adventure|Animation|Children
5110,Super Troopers (2001),Comedy|Crime|Mystery
5111,"Good Son, The (1993)",Drama|Thriller
5114,"Bad and the Beautiful, The (1952)",Drama
5117,Funny Lady (1975),Comedy|Musical
5119,Saturday Night and Sunday Morning (1960),Drama
5120,Sleuth (1972),Comedy|Mystery|Thriller
5121,Stroszek (1977),Comedy|Drama
5122,Summer of '42 (1971),Drama
5125,Used Cars (1980),Comedy
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller
5128,Queen of the Damned (2002),Fantasy|Horror
5134,Mean Machine (2001),Comedy|Drama
5135,Monsoon Wedding (2001),Comedy|Romance
5137,Scratch (2001),Documentary
5139,"Bad News Bears, The (1976)",Comedy
5141,"Bad News Bears in Breaking Training, The (1977)",Comedy
5142,"Firemen's Ball, The (Horí, má panenko) (1967)",Comedy|Drama
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi
5147,Wild Strawberries (Smultronstället) (1957),Drama
5151,40 Days and 40 Nights (2002),Comedy|Romance
5152,We Were Soldiers (2002),Action|Drama|War
5153,Trouble Every Day (2001),Drama|Horror|Thriller
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
5161,Intersection (1994),Drama|Romance
5164,"Troll in Central Park, A (1994)",Animation|Children
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror
5167,My Favorite Brunette (1947),Comedy|Mystery
5168,Royal Wedding (1951),Comedy|Musical|Romance
5169,Scarlet Street (1945),Film-Noir
5170,All About the Benjamins (2002),Action|Comedy|Crime
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
5172,Full Frontal (2002),Comedy|Drama|Romance
5177,"Magnificent Ambersons, The (1942)",Drama|Romance
5179,Gloria (1980),Drama|Thriller
5180,"Great Rock 'n' Roll Swindle, The (1980)",Documentary
5182,Hawk the Slayer (1980),Action|Fantasy
5186,Honeysuckle Rose (a.k.a. On the Road Again) (1980),Drama|Romance
5187,Hopscotch (1980),Comedy
5193,"Jazz Singer, The (1980)",Musical
5198,"Long Good Friday, The (1980)",Drama|Thriller
5199,"Long Riders, The (1980)",Western
5202,Mon oncle d'Amérique (1980),Drama
5203,The Monster Club (1981),Comedy|Horror
5205,Motel Hell (1980),Comedy|Horror
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",Drama|War
